,group_code,submajor_code,group_name,description,"status "
79,531,53,ผู้ปฏิบัติงานดูแลเด็กและครูผู้ช่วย,"ปฏิบัติงานเกี่ยวกับการดูแลและควบคุมเด็กในโรงเรียน สถานรับเลี้ยงเด็ก และสถานที่
ให้บริการดูแลเด็ก
ทำหน้าที่เกี่ยวกับ
? ให้ความช่วยเหลือเด็กเป็นรายบุคคลในการเรียนรู้ทักษะทางสังคม
? สาธิต ควบคุมดูแล และมีส่วนร่วมในกิจกรรมต่างๆ ที่ช่วยในการพัฒนาลักษณะทาง
กายภาพ สังคม อารมณ์ความรู้สึก และความฉลาดของเด็กในวัยเรียนและก่อนวัยเรียน
? ช่วยเหลือเด็กจัดเตรียมวัสดุและอุปกรณ์เพื่อการศึกษาและกิจกรรมนันทนาการก่อนเข้า
โรงเรียน หลังโรงเรียนเลิก ระหว่างวันหยุดพักผ่อน และในศูนย์ดูแลเด็กเวลากลางวัน
","1"
80,532,53,ผู้ปฏิบัติงานดูแลส่วนบุคคลด้านสุขภาพ,"ปฏิบัติงานเกี่ยวกับดูแลส่วนบุคคลและให้ความช่วยเหลือในการเคลื่อนไหวและการประกอบ
กิจกรรมในชีวิตประจำวันของผู้ป่วย ผู้สูงอายุ ผู้ป่วยระยะพักฟื้น และผู้พิการ ในศูนย์ดูแล
สุขภาพและ สถานที่พักอาศัย
ทำหน้าที่เกี่ยวกับ
? ช่วยเหลือผู้ป่วยในการเคลื่อนไหว การดูแลส่วนบุคคล และการสื่อสารตามที่จำเป็น
? ฆ่าเชื้อโรคเครื่องมือทางศัลยกรรมและอุปกรณ์อื่นๆ
? สังเกตและรายงานสิ่งที่เกี่ยวข้องกับผู้ปฏิบัติงานด้านการแพทย์หรือสังคม เตรียมผู้ป่วยให้
พร้อมสำหรับการตรวจและการรักษา และมีส่วนร่วมในการวางแผนการดูแลส่วนบุคคล
","1"
81,541,54,ผู้ให้บริการด้านการป้องกันภัย,"ปฏิบัติงานเกี่ยวกับการปกป้องบุคคลและทรัพย์สินจากไฟไหม้และอันตรายอื่นๆ รักษากฎหมาย
และความเป็นระเบียบเรียบร้อย รวมถึงบังคับใช้กฎหมายและข้อบังคับ
ทำหน้าที่เกี่ยวกับ
? ป้องกันเพลิง ผจญเพลิง และดับเพลิง
? ช่วยเหลือผู้ที่ติดอยู่ในอาคารที่เกิดเพลิงไหม้และสถานที่เกิดอุบัติเหตุ และในสถานการณ์
อันตราย
? รักษากฎหมายและความเป็นระเบียบเรียบร้อย บังคับใช้กฎหมายและข้อกำหนดต่างๆ
ตรวจตราพื้นที่สาธารณะ และจับกุมผู้ต้องสงสัย
? ควบคุมการจราจรและเข้าดูแลควบคุมสถานการณ์เมื่อเกิดอุบัติเหตุ
? เฝ้าระวังและดูแลความเป็นระเบียบเรียบร้อยของผู้ถูกกักกันในเรือนจำ โรงเรียนหรือสถาน
คุมประพฤติ
? ตรวจตราหรือควบคุมดูแลสถานที่เพื่อปกป้องทรัพย์สินจากขโมยและอาชญากร ควบคุม
การเข้า-ออกสถานประกอบการ รักษาระเบียบและบังคับใช้ข้อบังคับในที่สาธารณะและ
ภายในสถานประกอบการ
? ควบคุมการทำงานของผู้ปฏิบัติงานอื่นๆ
","1"
82,611,61,ผู้ปฏิบัติงานด้านการปลูกพืชสวนและพืชไร่เพื่อการค้าขาย,"ปฏิบัติงานเกี่ยวกับการวางแผน จัดการ และปฏิบัติงานเพาะปลูกและเก็บเกี่ยวพืชไร่ ปลูกผลไม้
ไม้ยืนต้น และไม้ผลอื่นๆ ปลูกพืชผัก พืชสมุนไพรและพืชอื่นๆ และปลูกไม้ดอกไม้ประดับ
และพืชในเรือนเพาะชำ เพื่อจำหน่ายหรือนำส่งให้กับผู้ซื้อในลักษณะขายส่ง องค์การตลาด หรือ
จำหน่ายในตลาด
ทำหน้าที่
? ติดตามกิจกรรมทางการตลาดและสภาวะตลาด กำหนดประเภทและปริมาณพืชไร่ที่จะ
เพาะปลูก และวางแผนและประสานการผลิตให้สอดคล้องกัน
? จัดซื้อเมล็ดพันธุ์ หน่อ และปุ๋ย
? ลงทุนในที่ดินและปรับปรุงที่ดิน
? เตรียมดิน หว่านเมล็ด ปลูก พ่นยาฆ่าแมลง และเก็บเกี่ยวพืชไร่
? เลี้ยงสัตว์ที่ใช้งาน และดูแลรักษาอาคารสิ่งก่อสร้างในฟาร์ม เครื่องจักรและอุปกรณ์
? ผลิตต้นกล้า หน่อ และเมล็ดพันธุ์
? จัดการเก็บรักษาและดำเนินการแปรรูปผลิตผลต่างๆ ขั้นพื้นฐาน
? จัดส่งหรือจำหน่ายผลิตภัณฑ์ในฟาร์มออกสู่ตลาด
? ควบคุมการทำงานของผู้ปฏิบัติงานอื่นๆ
","1"
83,612,61,ผู้เลี้ยงสัตว์,"ปฏิบัติงานเกี่ยวกับการวางแผน จัดการ และปฏิบัติงานด้านการเกษตรในการผสมพันธุ์และ
เพาะเลี้ยงสัตว์เลี้ยง สัตว์ปีก ปศุสัตว์ แมลง และสัตว์ป่า ื่อใช้บริโภคเนื้อ ผลิตภัณฑ์นม น้ำผึ้ง
หนังสัตว์ สิ่งทอ และผลิตภัณฑ์อื่นๆ หรือเลี้ยงเพื่อใช้งาน การกีฬา หรือนันทนาการ เพื่อ
จำหน่ายหรือนำส่งให้กับผู้ซื้อในลักษณะขายส่ง องค์การตลาด หรือจำหน่ายในตลาด
ทำหน้าที่
? ติดตามกิจกรรมทางการตลาดและสภาพตลาด กำหนดประเภทและปริมาณผลผลิตที่ต้องการ
ผลิต วางแผน ดูแล และประสานการเลี้ยงสัตว์เพื่อให้ได้ผลผลิตที่สอดคล้องตามสภาพตลาด
? ผสมพันธุ์ เพาะเลี้ยง และดูแลสัตว์เลี้ยง
? จัดเตรียมสัตว์หรือผลิตภัณฑ์สัตว์ให้พร้อมจำหน่าย
? ควบคุมดูแลและตรวจสอบสัตว์เพื่อหาอาการเจ็บป่วย บาดเจ็บ หรือติดเชื้อ และตรวจสอบ
ลักษณะทางกายภาพ เช่น ัตราการเพิ่มขึ้นของน้ำหนัก
? ปฏิบัติงานที่เกี่ยวข้องกับการสืบพันธุ์ของสัตว์ เช่น การผสมพันธุ์ การผสมเทียม และให้
ความช่วยเหลือในระหว่างคลอด
? เช่าหรือลงทุน บำรุงรักษาและทำความสะอาดอาคาร เครื่องจักร อุปกรณ์ และสิ่งก่อสร้าง
? เก็บรักษาและดำเนินการแปรรูปผลิตผลต่างๆ ขั้นพื้นฐาน
? ส่งเสริมและทำการตลาดผลิตภัณฑ์ จัดการด้านการขาย การจัดซื้อ และการขนส่งผลผลิต
รวมถึงดูแลและประเมินผลกิจกรรมและการดำเนินงานในฟาร์ม
? อบรมและควบคุมการปฏิบัติงานของคนงานในเรื่องของการดูแลสัตว์ หน้าที่ที่รับผิดชอบ
และข้อควรปฏิบัติเพื่อความปลอดภัยและสุขภาพ รวมถึงดูแลเรื่องการจ้างงานและเลิกจ้าง
คนงานและผู้รับเหมา
","1"
84,613,61,ผู้ปฏิบัติงานด้านการปลูกพืชร่วมกับการเลี้ยงสัตว์,"ปฏิบัติงานเกี่ยวกับการวางแผน จัดการ และปฏิบัติงานด้านการเกษตรในการเพาะปลูกและเก็บ
เกี่ยวพืชไร่ หรือไม้ยืนต้นและพืชผลอื่นๆ รวมถึงผสมพันธุ์ เลี้ยง และดูแลสัตว์ รวมถึงผลิต
ผลิตภัณฑ์จากสัตว์ชนิดต่าง เพื่อจำหน่ายหรือนำส่งให้กับผู้ซื้อในลักษณะขายส่ง องค์การตลาด
หรือจำหน่ายในตลาด
ทำหน้าที่
? ติดตามกิจกรรมทางการตลาดและสภาพตลาด กำหนดประเภทและปริมาณผลผลิตของพืช
ที่ปลูกและสัตว์ที่เลี้ยง วางแผน ดูแล และประสานการผลิตเพื่อให้ได้ผลผลิตที่สอดคล้อง
ตามสภาพตลาด
? จัดซื้อเมล็ดพันธุ์ ปุ๋ย และสิ่งของเครื่องใช้อื่นๆ
? เตรียมดิน หว่านเมล็ด ปลูก และเก็บเกี่ยวผลผลิต
? ผลิตหรือจัดซื้ออาหารสัตว์และผลิตภัณฑ์อาหารอื่นๆ
? ผสมพันธุ์ เพาะเลี้ยง และดูแลสัตว์
? ฆ่าและลอกหนังสัตว์ จัดเตรียมสัตว์และผลิตภัณฑ์จากสัตว์เพื่อจำหน่ายสู่ตลาด
? เช่าหรือลงทุน บำรุงรักษาและทำความสะอาดอาคาร เครื่องจักร อุปกรณ์ และสิ่งก่อสร้าง
? เก็บรักษาและดำเนินการแปรรูปผลิตผลต่างๆ ขั้นพื้นฐาน
? ส่งเสริมและทำการตลาดผลิตภัณฑ์ จัดการช่องทางการจำหน่าย การจัดซื้อ และการขนส่ง
สัตว์ ผลผลิต และสิ่งของเครื่องใช้ รวมถึงดูแลและประเมินกิจกรรมและการดำเนินงาน
ทางธุรกิจที่เกิดขึ้นในฟาร์ม
? อบรมและควบคุมการปฏิบัติงานของคนงานในการดูแลสัตว์ หน้าที่ที่รับผิดชอบ และข้อ
ควรปฏิบัติเพื่อความปลอดภัยและสุขภาพ รวมถึงดูแลเรื่องการจ้างงานและเลิกจ้างคนงาน
และผู้รับเหมา
ตัวอย่างอาชีพในหน่วยนี้ ได้แก่
? เกษตรกรปลูกพืชร่วมกับเลี้ยงสัตว์
? คนงานที่มีฝีมือด้านการปลูกพืชร่วมกับการเลี้ยงสัตว์
ยกเว้น
? ผู้จัดการด้านการผลิตในภาคการเกษตร ได้จัดประเภทไว้ในรหัสอาชีพ 1311
? ผู้จัดการด้านการปลูกพืช ได้จัดประเภทไว้ในรหัสอาชีพ 1311
? คนงานปลูกพืชร่วมกับเลี้ยงสัตว์ ได้จัดประเภทไว้ในรหัสอาชีพ 9213
หมายเหตุ
? เกษตรกรหรือคนงานที่มีฝีมือด้านการเกษตรที่ทำการการเลี้ยงสัตว์เป็นหลัก (อาจมีการปลูก
พืชร่วมด้วยเล็กน้อย) หรือปลูกพืชเป็นหลัก (อาจมีการเลี้ยงสัตว์ร่วมด้วยเล็กน้อย) ไม่จัด
ประเภทไว้ในรหัสอาชีพ 6130 (ผู้ปฏิบัติงานด้านการปลูกพืชร่วมกับการเลี้ยงสัตว์) เช่น
เกษตรกรที่เลี้ยงสัตว์เพื่อจำหน่ายออกสู่ตลาด และยังคงแบ่งเวลาเพียงเล็กน้อยไปทำการปลูก
พืชผักสวนครัว ให้จัดประเภทไว้ในรหัสอาชีพ 6121 (ผู้เลี้ยงปศุสัตว์และผลิตผลิตภัณฑ์นม)
หรือในทำนองเดียวกัน ถ้าเกษตรกรที่ปลูกข้าว แต่มีการเลี้ยงไก่หรือสัตว์ฟาร์มอื่นๆ ร่วมดัวย
เล็กน้อย ให้จัดประเภทไว้ในรหัสอาชีพ 6111 (ผู้ปฏิบัติงานด้านการปลูกพืชไร่และพืชผัก)
? ผู้ปฏิบัติงานในฟาร์มที่มีการปลูกพืชร่วมกับการเลี้ยงสัตว์ ที่มีความเชี่ยวชาญเฉพาะด้านใน
การปลูกพืชหรือเลี้ยงสัตว์อย่างใดอย่างหนึ่งเพื่อจำหน่ายสู่ตลาด ให้จัดประเภทไว้ในหมู่
611 (ผู้ปฏิบัติงานด้านการปลูกพืชสวนและพืชไร่เพื่อการค้าขาย) หรือ 612 (ผู้เลี้ยงสัตว์)
ตามความเหมาะสม
","1"
85,621,62,ผู้ปฏิบัติงานด้านการป่าไม้และงานที่เกี่ยวข้อง,"ปฏิบัติงานเกี่ยวกับการวางแผน จัดการ และปฏิบัติงานด้านการเพาะปลูก อนุรักษ์ และใช้
ประโยชน์จากป่าไม้ที่ขึ้นตามธรรมชาติและป่าปลูก
ทำหน้าที่
? ประเมินสภาพพื้นที่สำหรับการปลูกต้นไม้ใหม่ คัดเลือกเมล็ดพันธุ์และปลูกต้นไม้โดยใช้
เครื่องมือชนิดใช้งานด้วยมือ รวมถึงจัดทำและดูแลให้ต้นไม้ยืนต้นอยู่ได้
? เลือกต้นไม้ที่จะโค่นและคาดประมาณปริมาณท่อนซุงที่จะได้
? ใช้เลื่อยและเลื่อยฟ้าอื่นๆ เพื่อตัดสางขยายระยะต้นไม้ที่ยังมีอายุน้อย ตัดแต่งกิ่ง ตัดยอดไม้
รวมถึงตัดต้นไม้และเลื่อยให้เป็นไม้ซุง
? ขึ้นรูปอย่างหยาบ ผลิตภัณฑ์ไม้จากไม้ซุง ณ สถานที่ตัดไม้
? จัดวางกองไม้ซุงให้เป็นระเบียบ และบรรทุกไม้ในรางลำเลียงหรือปล่อยให้ไม้ไหลไปตาม
แม่น้ำ
? เฝ้าระวังเพื่อตรวจหาไฟป่า และเข้าร่วมในการดับไฟป่า จัดทำรายงานความเสียหายที่เกิด
จากไฟป่าและบำรุงรักษาอุปกรณ์ดับไฟ
? กำจัดวัชพืชและต้นไม้ขนาดเล็กเพื่อฟื้นฟูสภาพป่าไม้ใหม่ โดยใช้เครื่องมือที่ใช้งานด้วยมือ
และสารเคมี
? ปฏิบัติงานและบำรุงรักษารถแทรกเตอร์ลากไม้ รถแทรกเตอร์ปรับดิน หรือเครื่องจักรที่ใช้
ในการผลักและดันเพื่อช่วยผ่อนแรงอื่นๆ เพื่อช่วยดึงอุปกรณ์ทำรอยบากไม้หรืออุปกรณ์
จัดเตรียมสถานที่ในบริเวณโดยรอบ
? เก็บโคนเมล็ด ตัดเล็มกิ่งไม้ ช่วยสำรวจต้นไม้ และทำเครื่องหมายบนต้นไม้เพื่อปฏิบัติงาน
ในขั้นตอนต่อไป
? ฝึกอบรมและควบคุมผู้ปฏิบัติงานอื่นๆ ในการทำไม้ รวมถึงคนงานป่าไม้ และคนงานปลูกป่า
ตัวอย่างอาชีพในหน่วยนี้ ได้แก่
? คนเผาถ่าน
? คนทำไม้ (คัดเลือก ตัดโค่น และชักลากไม้)
? คนปีนต้นไม้
? คนงานมีฝีมือด้านการป่าไม้
? คนตัดไม้ (ตัดโค่นไม้ ทำรอยบาก และเลื่อยไม้ตามขนาด)
? ผู้สำรวจทรัพยากรป่าไม้
ยกเว้น
? นักวนวัฒนวิทยา ได้จัดประเภทไว้ในรหัสอาชีพ 2132
? เจ้าหน้าที่เทคนิคด้านการป่าไม้ ได้จัดประเภทไว้ในรหัสอาชีพ 3143
? ผู้ปฏิบัติงานคุมเครื่องจักรตัดไม้ ได้จัดประเภทไว้ในรหัสอาชีพ 8341
","1"
86,622,62,ผู้ปฏิบัติงานด้านการประมง ล่าสัตว์ และวางกับดักสัตว์ต่างๆ,"ปฏิบัติงานเกี่ยวกับการผสมพันธุ์ เพาะเลี้ยง และจับสัตว์น้ำ และล่าสัตว์และวางกับดักสัตว์ต่างๆ
เพื่อจำหน่ายหรือนำส่งให้กับผู้ซื้อในลักษณะขายส่ง องค์การตลาด หรือจำหน่ายในตลาด
ทำหน้าที่
? ผสมพันธุ์และเพาะเลี้ยงปลา หอยแมลงภู่ หอยนางรม และสิ่งมีชีวิตอื่นๆ ในน้ำ ที่เลี้ยงเพื่อ
การค้าหรือเพื่อนำไปปล่อยในน้ำจืดหรือน้ำเค็ม
? ควบคุมดูแลสภาพแวดล้อมของสถานที่เลี้ยงให้เหมาะสมกับสิ่งมีชีวิตในน้ำ
? ทำความสะอาด แช่แข็ง แช่เย็น หรือใส่เกลือสัตว์น้ำบริเวณชายฝั่งหรือนอกชายฝั่ง รวมถึง
จัดเตรียมสัตว์น้ำและผลิตภัณฑ์อื่นๆ เพื่อส่งจำหน่าย
? เช่าหรือลงทุน และบำรุงรักษาอาคาร ถังเก็บน้ำ เครื่องจักร เรือประมงและอุปกรณ์อื่นๆ
? จัดเตรียมและซ่อมตาข่ายและเครื่องมือและอุปกรณ์ทำการประมงอื่นๆ
? แล่นเรือประมงไป-กลับ และบริเวณพื้นที่ทำประมง
? วางเหยื่อล่อ ติดตั้ง ควบคุมและลากเครื่องมือทำการประมง
? วางกับดักเพื่อดักจับสัตว์เลี้ยงลูกด้วยนม นก หรือสัตว์เลื้อยคลาน
? จัดส่งหรือจำหน่ายผลิตภัณฑ์
? ควบคุมและฝึกอบรมคนงานอื่นๆ
","1"
87,631,63,ผู้ปฏิบัติงานด้านการปลูกพืชเพื่อการดำรงชีพ,"ปฏิบัติงานเกี่ยวกับการการเพาะปลูกและเก็บเกี่ยวพืชผล หรือไม้ยืนต้นและไม้ผล พืชผักและ
ผลไม้ เพื่อเป็นอาหาร ที่อยู่อาศัย และรายได้เป็นตัวเงินที่ไม่มากนักเพียงพอสำหรับการดำรงชีพ
ของตัวเองและครอบครัว
ทำหน้าที่
? เตรียมดิน หว่านเมล็ด เพาะปลูก ดูแล และเก็บเกี่ยวพืชผล
? ปลูกพืชผัก ผลไม้ และไม้ยืนต้นและไม้ผลอื่นๆ
? ตักน้ำและเก็บฟืน
? เก็บรักษาผลผลิตเพื่อใช้ในภายหลังและแปรรูปผลิตภัณฑ์ขั้นพื้นฐาน
? ก่อสร้างและซ่อมแซมที่อยู่อาศัยและเพิงพักอื่นๆ
? ทำเครื่องมือ เสื้อผ้า และอุปกรณ์เครื่องใช้เพื่อใช้ในครัวเรือน
? จำหน่ายหรือแลกเปลี่ยนผลิตภัณฑ์ในตลาดท้องถิ่น
ตัวอย่างอาชีพในหน่วยนี้ ได้แก่
? เกษตรกรปลูกพืชเพื่อการดำรงชีพ
? ชาวสวนเพื่อการดำรงชีพ
? เกษตรกรปลูกผักเพื่อการดำรงชีพ
ยกเว้น
? คนงานปลูกพืชไร่ ได้จัดประเภทไว้ในรหัสอาชีพ 9211
? คนงานเก็บฟืน ได้จัดประเภทไว้ในรหัสอาชีพ 9624
? คนงานตักน้ำ ได้จัดประเภทไว้ในรหัสอาชีพ 9624
หมายเหตุ
? คนตักน้ำและเก็บฟืนเพื่อการดำรงชีพ ได้จัดประเภทไว้ในรหัสอาชีพ 9624 (คนตักน้ำและ
เก็บฟืน)
? คนงานด้านการเกษตรเพื่อการดำรงชีพ ที่ปฏิบัติงานง่ายๆ ประจำวัน โดยปฏิบัติงานภายใต้
การกำกับของบุคคลอื่น ได้จัดประเภทไว้ในหมวด 92 (คนงานด้านการเกษตร ประมง
และป่าไม้)
","1"
88,632,63,ผู้ปฏิบัติงานด้านการเลี้ยงสัตว์เพื่อการดำรงชีพ,"ปฏิบัติงานเกี่ยวกับการผสมพันธุ์ เพาะเลี้ยง และดูแลปศุสัตว์ เพื่อเป็นอาหาร ที่อยู่อาศัย และ
รายได้เป็นตัวเงินที่ไม่มากนักเพียงพอสำหรับการดำรงชีพของตัวเองและครอบครัว
ทำหน้าที่
? ปลูกหญ้าเลี้ยงสัตว์ ดูแลพื้นที่สำหรับให้สัตว์ไปกินหญ้า ควบคุมดูแลอาหารสัตว์ รวมถึง
ให้น้ำอย่างเหมาะสมกับสภาพร่างกายของปศุสัตว์
? เฝ้าดูแลและตรวจสอบสัตว์เพื่อหาอาการป่วย บาดเจ็บ หรือติดเชื้อ และตรวจสอบลักษณะ
ทางกายภาพ
? อาบน้ำและตัดแต่งขน ทำเครื่องหมายและตัดขนเพื่อเอาผมและขนสัตว์
? ต้อนฝูงสัตว์หรือพาสัตว์ไปกินหญ้าและน้ำ
? เพาะเลี้ยง ดูแล ให้อาหาร และรีดนมสัตว์ หรือถ่ายเลือดจากสัตว์
? ผสมพันธุ์สัตว์ และให้ความช่วยเหลือในระหว่างคลอด
? ฆ่าและลอกหนังสัตว์ และจัดเตรียมผลผลิตและผลิตภัณฑ์เพื่อบริโภคหรือจำหน่าย
? ดำเนินการแปรรูปผลิตภัณฑ์จากสัตว์ขั้นพื้นฐาน
? ก่อสร้างและซ่อมแซมที่อยู่อาศัยและเพิงพักอื่นๆ
? ทำเครื่องมือ เสื้อผ้า และอุปกรณ์เครื่องใช้เพื่อใช้ในครัวเรือน
? ตักน้ำและเก็บฟืน
? ซื้อ แลกเปลี่ยน และจำหน่ายสัตว์และผลิตภัณฑ์จากสัตว์
ตัวอย่างอาชีพในหน่วยนี้ ได้แก่
? เกษตรกรเลี้ยงสัตว์เพื่อการดำรงชีพ
ยกเว้น
? คนงานในฟาร์มปศุสัตว์ ได้จัดประเภทไว้ในรหัสอาชีพ 9212
? คนงานปลูกพืชร่วมกับการเลี้ยงสัตว์ ได้จัดประเภทไว้ในรหัสอาชีพ 9213
? คนตักน้ำและเก็บฟืน ได้จัดประเภทไว้ในรหัสอาชีพ 9624
หมายเหตุ
? คนตักน้ำและเก็บฟืนเพื่อการดำรงชีพ ได้จัดประเภทไว้ในรหัสอาชีพ 9624 (คนตักน้ำและ
เก็บฟืน)
? คนงานด้านการเกษตรเพื่อการดำรงชีพ ที่ปฏิบัติงานง่ายๆ ประจำวัน โดยปฏิบัติงานภายใต้
การกำกับของบุคคลอื่น ได้จัดประเภทไว้ในหมวด 92 (คนงานด้านการเกษตร ประมง
และป่าไม้)
","1"
89,633,63,ผู้ปฏิบัติงานด้านการปลูกพืชร่วมกับการเลี้ยงสัตว์เพื่อการดำรงชีพ,"ปฏิบัติงานเกี่ยวกับการเพาะปลูกและเก็บเกี่ยวพืชผล หรือไม้ยืนต้นและไม้ผล พืชผักและผลไม้
เก็บผลไม้ป่า สมุนไพร และพืชอื่นๆ เพาะเลี้ยงหรือล่าสัตว์ และ/หรือประมงสัตว์น้ำ และเก็บ
สิ่งมีชีวิตอื่นๆ ในน้ำ เพื่อเป็นอาหาร ที่อยู่อาศัยอาศัย และรายได้เป็นตัวเงินที่ไม่มากนักเพียงพอ
สำหรับการดำรงชีพของตัวเองและครอบครัว
ทำหน้าที่
? เตรียมดิน หว่านเมล็ด เพาะปลูก ดูแล และเก็บเกี่ยวพืชผล
? ปลูกพืชผัก ผลไม้ และไม้ยืนต้นและไม้ผลอื่นๆ
? เก็บ/หาผลไม้ป่า สมุนไพร และพืชอื่นๆ
? ผสมพันธุ์ เพาะเลี้ยง และให้อาหารสัตว์และสัตว์ปีก เพื่อเอาเนื้อ ไข่ นม ขน หนัง หรือ
ผลิตภัณฑ์อื่นๆ
? ตักน้ำและเก็บฟืน
? จัดเก็บผลผลิตเพื่อใช้ในภายหลัง และแปรรูปผลิตภัณฑ์ขั้นพื้นฐาน
? ก่อสร้างและซ่อมแซมที่อยู่อาศัยและเพิงพักอื่นๆ
? ทำเครื่องมือ เสื้อผ้า และอุปกรณ์เครื่องใช้เพื่อใช้ในครัวเรือน
? จำหน่ายหรือแลกเปลี่ยนผลิตภัณฑ์ในตลาดท้องถิ่น
ตัวอย่างอาชีพในหน่วยนี้ ได้แก่
? เกษตรกรปลูกพืชร่วมกับการเลี้ยงสัตว์เพื่อการดำรงชีพ
หมายเหตุ
? คนตักน้ำและเก็บฟืนเพื่อการดำรงชีพ ได้จัดประเภทไว้ในรหัสอาชีพ 9624 (คนตักน้ำและ
เก็บฟืน)
? คนงานด้านการเกษตรเพื่อการดำรงชีพ ที่ปฏิบัติงานง่ายๆ ประจำวัน โดยปฏิบัติงานภายใต้
การกำกับของบุคคลอื่น ได้จัดประเภทไว้ในหมวด 92 (คนงานด้านการเกษตร ประมง
และป่าไม้)
","1"
90,634,63,ผู้ปฏิบัติงานด้านการประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,"ปฏิบัติงานเกี่ยวกับการเก็บผลไม้ป่า สมุนไพร และพืชอื่นๆ ล่าสัตว์และดักจับสัตว์ ประมงสัตว์
น้ำและเก็บสิ่งมีชีวิตอื่นๆ ในน้ำ เพื่อเป็นอาหาร ที่อยู่อาศัย และรายได้เป็นตัวเงินที่ไม่มากนัก
เพียงพอสำหรับการดำรงชีพของตัวเองและครอบครัว
ทำหน้าที่
? เก็บ/หาผลไม้ป่า รากไม้ สมุนไพร และพืชอื่นๆ
? ล่าสัตว์และดักจับสัตว์เพื่อเอาเนื้อ นม ขน หนัง หรือผลิตภัณฑ์อื่นๆ
ตักน้ำและเก็บฟืน
? ประมงสัตว์น้ำและเก็บสิ่งมีชีวิตอื่นๆ ในน้ำ
? จัดเก็บผลผลิตเพื่อใช้ในภายหลัง และแปรรูปผลิตภัณฑ์ขั้นพื้นฐาน
? ก่อสร้างและซ่อมแซมที่อยู่อาศัยและเพิงพักอื่นๆ
? ทำเครื่องมือ เสื้อผ้า และอุปกรณ์เครื่องใช้เพื่อใช้ในครัวเรือน
? จำหน่ายหรือแลกเปลี่ยนผลิตภัณฑ์ในตลาดท้องถิ่น
ตัวอย่างอาชีพในหน่วยนี้ ได้แก่
? คนล่าสัตว์เพื่อการดำรงชีพ
? คนหาของป่า
? คนเก็บ/หาพืชผลเพื่อการดำรงชีพ
? ชาวประมงเพื่อการดำรงชีพ
? คนวางกับดักสัตว์เพื่อการดำรงชีพ
? คนงมหาของใต้น้ำเพื่อการดำรงชีพ
ยกเว้น
? ผู้ปฏิบัติงานด้านการปลูกพืชเพื่อการดำรงชีพ ได้จัดประเภทไว้ในรหัสอาชีพ 6310
? ผู้ปฏิบัติงานด้านการเลี้ยงสัตว์เพื่อการดำรงชีพ ได้จัดประเภทไว้ในรหัสอาชีพ 6320
? คนงานเลี้ยงสัตว์ ได้จัดประเภทไว้ในรหัสอาชีพ 9212
? คนตักน้ำและเก็บฟืน ได้จัดประเภทไว้ในรหัสอาชีพ 9624
หมายเหตุ
? คนตักน้ำและเก็บฟืนเพื่อการดำรงชีพ ได้จัดประเภทไว้ในรหัสอาชีพ 9624 (คนตักน้ำและ
เก็บฟืน)
? คนงานด้านการเกษตรเพื่อการดำรงชีพ ที่ปฏิบัติงานง่ายๆ ประจำวัน โดยปฏิบัติงานภายใต้
การกำกับของบุคคลอื่น ได้จัดประเภทไว้ในหมวด 92 (คนงานด้านการเกษตร ประมง
และป่าไม้)
","1"
91,711,71,ช่างก่อสร้างโครงสร้างอาคาร สิ่งปลูกสร้าง และผู้ปฏิบัติงานที่เกี่ยวข้อง,"ปฏิบัติงานเกี่ยวกับการก่อสร้าง บำรุงรักษา และซ่อมอาคาร สร้างและซ่อมฐานราก กำแพง
และโครงสร้างอิฐ หินและวัสดุอื่นๆ ที่คล้ายกัน ขึ้นรูปและตกแต่งหินสำหรับอาคารและสิ่ง
ปลูกสร้างอื่นๆ และปฏิบัติงานปลีกย่อยอื่นๆ ในการก่อสร้างและบำรุงรักษาอาคาร
ทำหน้าที่
? ก่อสร้าง บำรุงรักษา และซ่อมอาคารและสิ่งปลูกสร้างอื่นๆ โดยใช้เทคนิคการก่อสร้างแบบ
ดั้งเดิมและ/หรือแบบสมัยใหม่
? สร้างและซ่อมฐานราก กำแพง และโครงสร้างอิฐ หินและวัสดุอื่นๆ ที่คล้ายกัน
? ทำหินให้เป็นแผ่นหรือเป็นก้อน
? ตัด ขึ้นรูป และตกแต่งหินเพื่อใช้สำหรับอาคาร ของประดับตกแต่ง อนุสาวรีย์ และเพื่อ
วัตถุประสงค์อื่น
? ประกอบและติดตั้งโครงสร้างคอนกรีตเสริมแรง รวมถึงตกแต่งและซ่อมพื้นผิวคอนกรีต
? ตัด ขึ้นรูป ประกอบ และบำรุงรักษาโครงสร้างและสิ่งติดตั้งอาคารที่ทำจากไม้
? ปฏิบัติงานปลีกย่อยอื่นๆ ในการก่อสร้างและบำรุงรักษาอาคาร
? ควบคุมการทำงานของผู้ปฏิบัติงานอื่นๆ
","1"
